state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,21/08/2026,2369,2390,2369
Andhra Pradesh,Kakinada,Jaggampet APMC,Paddy(Common),Common,FAQ,21/08/2026,2369,2380,2369
Andhra Pradesh,Palnadu,Gurazala APMC,Chili Red,Red,Grade Range-1,21/08/2026,17000,27500,24300
Andhra Pradesh,NTR,Mylavaram APMC,Maize,Hybrid,Local,21/08/2026,2400,2400,2400
Andhra Pradesh,Prakasam,Maddipadu APMC,Paddy(Common),B P T,FAQ,21/08/2026,2800,2800,2800
Andhra Pradesh,Prakasam,Maddipadu APMC,Bajra(Pearl Millet/Cumbu),Bold,FAQ,21/08/2026,2550,2550,2550
Andhra Pradesh,Palnadu,Gurazala APMC,Chili Red,Red,Local,21/08/2026,15000,22000,19500
Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,21/08/2026,2369,2369,2369
Andhra Pradesh,Dr.B.R.A.Konaseema,Mummidivaram APMC,Prawn,Prawn-White Prawn,FAQ,21/08/2026,20000,21000,20000
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,21/08/2026,2369,2389,2379
Andhra Pradesh,Kakinada,Prattipadu APMC,Paddy(Common),1001,FAQ,21/08/2026,2369,2380,2379
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),B P T,FAQ,21/08/2026,2369,2389,2379
Andhra Pradesh,Dr.B.R.A.Konaseema,Razole APMC,Coconut,Medium,FAQ,21/08/2026,15500,16000,15500
Andhra Pradesh,Markapuram,Podili APMC,Red gram/Arhar/Tur(whole),Arhar (Whole),FAQ,21/08/2026,8000,8200,8100
Andhra Pradesh,Kakinada,Samalkot APMC,Paddy(Common),Paddy,FAQ,21/08/2026,2369,2380,2369
Andhra Pradesh,Prakasam,Maddipadu APMC,Bengal Gram(Gram)(Whole),Gulabi,FAQ,21/08/2026,6000,6000,6000
Andhra Pradesh,Kakinada,Sampara (Kakinada Rural) APMC,Paddy(Common),1001,FAQ,21/08/2026,2369,2389,2379
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),Common,FAQ,21/08/2026,2369,2390,2375
Andhra Pradesh,Dr.B.R.A.Konaseema,Mummidivaram APMC,Fish,Katla (Small),FAQ,21/08/2026,9900,10000,9900
Andhra Pradesh,Bapatla,Chirala APMC,Paddy(Common),B P T,Local,21/08/2026,2400,2500,2450
