state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,19/08/2026,2369,2390,2369
Andhra Pradesh,Srikakulam,Etcherla APMC,Paddy(Common),1121,FAQ,19/08/2026,2369,2369,2369
Andhra Pradesh,Bapatla,Chirala APMC,Paddy(Common),B P T,Local,19/08/2026,2400,2500,2450
Andhra Pradesh,Alluri Sitharama Raju,Chintapally APMC,Groundnut,Local,FAQ,19/08/2026,6500,7500,7000
Andhra Pradesh,Vijayanagaram,Chipurupalli APMC,Maize,Local,FAQ,19/08/2026,4800,4800,4800
Andhra Pradesh,Dr.B.R.A.Konaseema,Razole APMC,Coconut,Medium,FAQ,19/08/2026,15500,16000,15500
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Paddy(Common),1001,FAQ,19/08/2026,2369,2389,2379
Andhra Pradesh,Srikakulam,Hiramandalam APMC,Paddy(Common),Masuri,Local,19/08/2026,2400,2400,2400
Andhra Pradesh,Palnadu,Narasaraopet APMC,Cotton,Bunny,FAQ,19/08/2026,8000,8000,8000
Andhra Pradesh,Prakasam,Santhamaguluru APMC,Paddy(Common),B P T,FAQ,19/08/2026,2500,2580,2550
Andhra Pradesh,Palnadu,Gurazala APMC,Chili Red,Red,Grade Range-1,19/08/2026,17000,27000,24000
Andhra Pradesh,Prakasam,Maddipadu APMC,Bengal Gram(Gram)(Whole),Gulabi,FAQ,19/08/2026,6000,6000,6000
Andhra Pradesh,Prakasam,Maddipadu APMC,Bajra(Pearl Millet/Cumbu),Bold,FAQ,19/08/2026,2550,2550,2550
Andhra Pradesh,Prakasam,Darsi APMC,Cotton,Desi,Local,19/08/2026,8100,8200,8200
Andhra Pradesh,Nandyal,Atmakur (Nandyal District) APMC,Paddy(Common),Sona,FAQ,19/08/2026,2400,2400,2400
Andhra Pradesh,Palnadu,Narasaraopet APMC,Red gram/Arhar/Tur(whole),Desi(Whole),FAQ,19/08/2026,8000,8000,8000
Andhra Pradesh,Kakinada,Jaggampet APMC,Paddy(Common),Common,FAQ,19/08/2026,2369,2380,2369
Andhra Pradesh,Palnadu,Narasaraopet APMC,Green Gram(Moong)(Whole),Local (Whole),FAQ,19/08/2026,7000,7000,7000
Andhra Pradesh,Palnadu,Narasaraopet APMC,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,19/08/2026,6000,6000,6000
Andhra Pradesh,Eluru,Kaikaluru APMC,Paddy(Common),MTU-1001,Local,19/08/2026,2440,2440,2440
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley APMC,Millets,Millets,Grade Range-1,19/08/2026,3500,4500,4000
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley APMC,Kidney Beans(Rajma),Rajma,Grade Range-1,19/08/2026,6500,6500,6500
Andhra Pradesh,Prakasam,Maddipadu APMC,Paddy(Common),B P T,FAQ,19/08/2026,2800,2800,2800
Andhra Pradesh,Nandyal,Koilkunta APMC,Jowar(Sorghum),Jowar ( White),FAQ,19/08/2026,3000,3400,3200
Andhra Pradesh,Prakasam,Darsi APMC,Paddy(Common),B P T,Local,19/08/2026,2500,2600,2600
Andhra Pradesh,Kakinada,Sampara (Kakinada Rural) APMC,Paddy(Common),1001,FAQ,19/08/2026,2369,2389,2379
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),Common,FAQ,19/08/2026,2369,2390,2375
Andhra Pradesh,Srikakulam,Hiramandalam APMC,Maize,Medium,Local,19/08/2026,2210,2210,2210
Andhra Pradesh,Palnadu,Narasaraopet APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),FAQ,19/08/2026,8500,8500,8500
Andhra Pradesh,Palnadu,Narasaraopet APMC,Rice,B P T,FAQ,19/08/2026,6000,6000,6000
Andhra Pradesh,Palnadu,Narasaraopet APMC,Paddy(Common),Paddy,FAQ,19/08/2026,3000,3000,3000
Andhra Pradesh,Sri Sathya Sai,Penukonda APMC,Groundnut,Local,FAQ,19/08/2026,7400,7600,7500
Andhra Pradesh,Visakhapatnam,Bhimunipatnam APMC,Ragi(Finger Millet),Local,Local,19/08/2026,5000,5000,5000
Andhra Pradesh,Visakhapatnam,Bhimunipatnam APMC,Paddy(Common),Samba Masuri,Local,19/08/2026,2369,2369,2369
Andhra Pradesh,Sri Sathya Sai,Penukonda APMC,Maize,Hybrid/Local,FAQ,19/08/2026,2450,2600,2500
Andhra Pradesh,YSR Kadapa,Badvel APMC,Paddy(Common),Masuri,Local,19/08/2026,2380,2440,2400
Andhra Pradesh,Srikakulam,Kanchili APMC,Paddy(Common),1001,FAQ,19/08/2026,2400,2400,2400
Andhra Pradesh,Eluru,Polavaram APMC,Maize,Local,Local,19/08/2026,2410,2410,2410
Andhra Pradesh,Prakasam,Santhamaguluru APMC,Maize,Hybrid,FAQ,19/08/2026,2400,2480,2450
Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,19/08/2026,2369,2380,2369
Andhra Pradesh,Srikakulam,Etcherla APMC,Maize,Deshi White,Local,19/08/2026,2400,2400,2400
Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,19/08/2026,2445,2445,2445
Andhra Pradesh,Kakinada,Prattipadu APMC,Paddy(Common),1001,FAQ,19/08/2026,2369,2380,2379
