state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Prakasam,Darsi APMC,Paddy(Common),B P T,Local,23/08/2026,2500,2600,2600
Andhra Pradesh,Markapuram,Markapur APMC,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23/08/2026,5450,5450,5450
Andhra Pradesh,Srikakulam,Ichapuram APMC,Paddy(Common),Sannalu,Local,23/08/2026,2369,2369,2369
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),B P T,FAQ,23/08/2026,2369,2389,2379
Andhra Pradesh,Prakasam,Kondapi APMC,Bengal Gram(Gram)(Whole),Average (Whole),Local,23/08/2026,5500,6000,5750
Andhra Pradesh,Prakasam,Maddipadu APMC,Bengal Gram(Gram)(Whole),Gulabi,FAQ,23/08/2026,6000,6000,6000
Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,23/08/2026,2369,2390,2369
Andhra Pradesh,Srikakulam,Kothabommali APMC,Paddy(Common),Paddy,Local,23/08/2026,3000,3000,3000
Andhra Pradesh,Kakinada,Sampara (Kakinada Rural) APMC,Paddy(Common),1001,FAQ,23/08/2026,2369,2389,2379
Andhra Pradesh,Palnadu,Rompicherla APMC,Paddy(Common),Paddy,FAQ,23/08/2026,2300,2500,2400
Andhra Pradesh,Palnadu,Rompicherla APMC,Maize,Hybrid/Local,FAQ,23/08/2026,2300,2400,2400
Andhra Pradesh,Prakasam,Darsi APMC,Cotton,Desi,Local,23/08/2026,8100,8200,8200
Andhra Pradesh,Nandyal,Atmakur (Nandyal District) APMC,Paddy(Common),Sona,FAQ,23/08/2026,2580,2580,2580
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),Common,FAQ,23/08/2026,2369,2390,2375
Andhra Pradesh,Kakinada,Jaggampet APMC,Paddy(Common),Common,FAQ,23/08/2026,2369,2380,2369
Andhra Pradesh,Kakinada,Tuni APMC,Cashewnuts,Local(Raw),FAQ,23/08/2026,13000,13000,13000
Andhra Pradesh,Markapuram,Podili APMC,Red gram/Arhar/Tur(whole),Arhar (Whole),FAQ,23/08/2026,8000,8200,8100
